image,path,label
"[[[252 236 230]
  [252 236 230]
  [252 236 230]
  ...
  [238 219 216]
  [232 214 215]
  [230 214 215]]

 [[252 236 230]
  [252 236 230]
  [252 236 230]
  ...
  [238 219 216]
  [241 223 224]
  [239 223 224]]

 [[252 236 230]
  [252 236 230]
  [252 236 230]
  ...
  [239 220 217]
  [243 225 226]
  [241 225 226]]

 ...

 [[136 109 113]
  [137 110 114]
  [140 113 117]
  ...
  [190 182 199]
  [190 182 199]
  [190 183 198]]

 [[162 140 145]
  [163 141 146]
  [165 143 148]
  ...
  [190 182 199]
  [190 183 198]
  [190 183 196]]

 [[180 159 167]
  [182 161 169]
  [184 163 171]
  ...
  [189 182 197]
  [190 183 198]
  [190 183 196]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2767).jpg,1
"[[[ 38  36  36]
  [ 36  34  34]
  [ 34  32  32]
  ...
  [157 162 160]
  [166 171 169]
  [173 178 176]]

 [[ 38  36  36]
  [ 36  34  34]
  [ 33  31  31]
  ...
  [173 178 176]
  [182 187 185]
  [189 194 192]]

 [[ 37  35  35]
  [ 36  34  34]
  [ 33  31  31]
  ...
  [174 179 177]
  [183 188 186]
  [190 195 193]]

 ...

 [[127 137 147]
  [127 137 147]
  [127 137 147]
  ...
  [ 35  37  38]
  [ 35  37  37]
  [ 35  37  37]]

 [[129 139 149]
  [129 139 149]
  [129 139 149]
  ...
  [ 28  30  31]
  [ 28  30  30]
  [ 28  30  30]]

 [[131 141 151]
  [131 141 151]
  [131 141 151]
  ...
  [ 25  27  28]
  [ 25  27  27]
  [ 25  27  27]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2772).jpg,1
"[[[73 82 92]
  [73 82 92]
  [72 81 91]
  ...
  [29 13  1]
  [29 13  1]
  [29 13  1]]

 [[69 78 88]
  [68 77 87]
  [68 77 87]
  ...
  [29 13  1]
  [29 13  1]
  [29 13  1]]

 [[62 71 84]
  [61 70 83]
  [61 70 83]
  ...
  [29 13  1]
  [29 13  1]
  [29 13  1]]

 ...

 [[47 60 74]
  [48 61 75]
  [49 62 76]
  ...
  [72 63 54]
  [64 54 44]
  [58 48 38]]

 [[45 58 72]
  [46 59 73]
  [46 59 73]
  ...
  [70 61 52]
  [63 53 43]
  [57 47 37]]

 [[45 58 72]
  [45 58 72]
  [46 59 73]
  ...
  [70 61 52]
  [62 52 42]
  [56 46 36]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2773).jpg,1
"[[[174 174 174]
  [188 188 188]
  [178 178 178]
  ...
  [  4   9   8]
  [  5  10   9]
  [  6  11  10]]

 [[192 192 192]
  [167 167 167]
  [195 195 195]
  ...
  [  2   7   6]
  [  3   8   7]
  [  3   8   7]]

 [[198 198 198]
  [175 175 175]
  [182 182 182]
  ...
  [  5  10   9]
  [  5  10   9]
  [  6  11  10]]

 ...

 [[ 62  81 102]
  [ 63  82 103]
  [ 66  85 106]
  ...
  [203 202 212]
  [204 203 213]
  [215 214 224]]

 [[ 57  81 101]
  [ 59  83 103]
  [ 61  85 105]
  ...
  [217 216 226]
  [190 189 199]
  [199 198 208]]

 [[ 56  80 102]
  [ 57  81 103]
  [ 59  84 104]
  ...
  [224 223 233]
  [190 189 199]
  [192 191 201]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2774).jpg,1
"[[[  3   5   6]
  [  3   5   6]
  [  3   5   6]
  ...
  [  8  23  42]
  [  8  23  42]
  [  8  23  42]]

 [[  3   5   6]
  [  3   5   6]
  [  3   5   6]
  ...
  [  8  23  42]
  [  8  23  42]
  [  8  23  42]]

 [[  3   5   6]
  [  3   5   6]
  [  3   5   6]
  ...
  [  8  23  42]
  [  8  23  42]
  [  8  23  42]]

 ...

 [[  4   9  18]
  [  4   9  18]
  [  4   9  18]
  ...
  [ 30  63 109]
  [ 29  62 111]
  [ 29  62 111]]

 [[  4   9  18]
  [  4   9  18]
  [  4   9  18]
  ...
  [ 32  65 111]
  [ 31  64 113]
  [ 31  64 113]]

 [[  4   9  18]
  [  4   9  18]
  [  4   9  18]
  ...
  [ 34  67 113]
  [ 33  66 115]
  [ 33  66 115]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2779).jpg,0
"[[[213 208 207]
  [213 208 207]
  [213 208 207]
  ...
  [ 34  34  34]
  [ 34  34  34]
  [ 34  34  34]]

 [[213 208 207]
  [213 208 207]
  [213 208 207]
  ...
  [ 35  35  35]
  [ 34  34  34]
  [ 34  34  34]]

 [[213 208 207]
  [213 208 207]
  [213 208 207]
  ...
  [ 35  35  35]
  [ 35  35  35]
  [ 34  34  34]]

 ...

 [[ 97  99 100]
  [ 88  90  91]
  [101 103 104]
  ...
  [ 95 102 111]
  [ 97 104 113]
  [ 56  63  72]]

 [[113 115 116]
  [ 87  89  90]
  [ 89  91  92]
  ...
  [ 88  95 104]
  [ 92  99 108]
  [ 48  55  64]]

 [[139 141 142]
  [ 90  92  93]
  [ 86  88  89]
  ...
  [ 93 100 109]
  [122 129 138]
  [103 110 119]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2782).jpg,1
"[[[10 12 12]
  [ 9 11 11]
  [ 5  9 10]
  ...
  [36 45 58]
  [11 20 33]
  [ 0  7 20]]

 [[ 4  6  6]
  [ 6  8  8]
  [ 8 12 13]
  ...
  [36 45 58]
  [11 20 33]
  [ 0  8 21]]

 [[ 4  6  6]
  [ 6  8  8]
  [ 8 12 13]
  ...
  [37 46 59]
  [11 20 33]
  [ 0  8 21]]

 ...

 [[ 5 14 24]
  [ 5 14 24]
  [ 5 13 26]
  ...
  [ 0  3  7]
  [ 0  3  7]
  [ 0  3  7]]

 [[ 8 17 27]
  [ 8 17 27]
  [ 8 16 29]
  ...
  [ 3  6 10]
  [ 3  6 10]
  [ 3  6 10]]

 [[10 19 29]
  [10 19 29]
  [10 18 31]
  ...
  [ 7 10 14]
  [ 7 10 14]
  [ 7 10 14]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2784).jpg,1
"[[[191 196 195]
  [191 196 195]
  [191 196 195]
  ...
  [ 14  16  17]
  [ 14  16  17]
  [ 14  16  17]]

 [[191 196 195]
  [191 196 195]
  [191 196 195]
  ...
  [ 14  16  17]
  [ 14  16  17]
  [ 14  16  17]]

 [[191 196 195]
  [191 196 195]
  [191 196 195]
  ...
  [ 14  16  17]
  [ 14  16  17]
  [ 14  16  17]]

 ...

 [[ 75  87  97]
  [ 76  88  98]
  [ 76  88  98]
  ...
  [ 72  81  91]
  [ 69  78  88]
  [ 70  79  89]]

 [[ 75  87  97]
  [ 75  87  97]
  [ 75  87  97]
  ...
  [ 63  72  82]
  [ 62  71  81]
  [ 67  76  86]]

 [[ 82  94 104]
  [ 81  93 103]
  [ 80  92 102]
  ...
  [ 46  55  65]
  [ 49  58  68]
  [ 59  68  78]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2790).jpg,1
"[[[  9   8   4]
  [  9   8   4]
  [  9   8   4]
  ...
  [254 255 246]
  [254 255 246]
  [254 255 246]]

 [[  9   8   4]
  [  9   8   4]
  [  8   7   3]
  ...
  [254 255 246]
  [254 255 246]
  [254 255 246]]

 [[  9   8   4]
  [  8   7   3]
  [  8   7   3]
  ...
  [254 255 246]
  [254 255 246]
  [254 255 246]]

 ...

 [[ 72  75  79]
  [ 69  72  76]
  [ 69  72  76]
  ...
  [ 74  78  83]
  [ 61  65  70]
  [ 51  55  60]]

 [[ 70  72  73]
  [ 67  69  70]
  [ 67  69  70]
  ...
  [ 78  82  87]
  [ 66  70  75]
  [ 56  60  65]]

 [[ 68  70  71]
  [ 65  67  68]
  [ 64  66  67]
  ...
  [ 79  83  88]
  [ 69  73  78]
  [ 60  64  69]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2795).jpg,1
"[[[170 184 190]
  [170 184 190]
  [171 185 191]
  ...
  [255 255 252]
  [255 255 252]
  [255 255 252]]

 [[170 184 190]
  [170 184 190]
  [171 185 191]
  ...
  [255 255 251]
  [255 255 251]
  [255 255 251]]

 [[167 183 189]
  [167 183 189]
  [168 184 190]
  ...
  [255 254 250]
  [255 254 250]
  [255 254 250]]

 ...

 [[ 90 105 107]
  [ 92 110 109]
  [100 115 117]
  ...
  [109 112 127]
  [109 112 127]
  [109 112 127]]

 [[105 119 118]
  [103 120 117]
  [105 119 118]
  ...
  [113 116 131]
  [113 116 131]
  [113 116 131]]

 [[105 119 117]
  [105 119 117]
  [105 119 117]
  ...
  [113 116 131]
  [113 116 131]
  [113 116 131]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2797).jpg,1
"[[[36 43 52]
  [32 39 48]
  [33 40 49]
  ...
  [56 59 64]
  [56 59 64]
  [56 59 64]]

 [[36 43 52]
  [33 40 49]
  [34 41 50]
  ...
  [55 58 63]
  [55 58 63]
  [55 58 63]]

 [[37 44 53]
  [36 43 52]
  [37 44 53]
  ...
  [54 57 62]
  [54 57 62]
  [54 57 62]]

 ...

 [[87 88 98]
  [87 88 98]
  [87 88 98]
  ...
  [85 87 97]
  [83 88 97]
  [85 87 97]]

 [[84 85 95]
  [84 85 95]
  [85 86 96]
  ...
  [85 86 96]
  [84 86 96]
  [85 86 96]]

 [[84 85 95]
  [84 85 95]
  [85 86 96]
  ...
  [85 86 96]
  [85 86 96]
  [85 86 96]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2800).jpg,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [249 246 248]
  [252 249 251]
  [241 238 240]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [225 222 224]
  [240 237 239]
  [241 238 240]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [251 249 249]
  [255 255 255]
  [250 248 248]]

 ...

 [[ 67 107 135]
  [ 68 108 133]
  [ 75 108 134]
  ...
  [ 83  97 119]
  [ 81  95 117]
  [ 79  93 115]]

 [[ 65 108 135]
  [ 68 108 133]
  [ 75 108 134]
  ...
  [ 87 101 123]
  [ 85  99 121]
  [ 83  97 119]]

 [[ 65 108 135]
  [ 68 108 133]
  [ 75 108 134]
  ...
  [ 89 103 125]
  [ 87 101 123]
  [ 86 100 122]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2803).jpg,1
"[[[ 72  80  80]
  [ 74  82  82]
  [ 77  85  85]
  ...
  [ 36  47  45]
  [ 20  34  32]
  [ 33  50  47]]

 [[ 74  82  82]
  [ 76  84  84]
  [ 79  87  87]
  ...
  [ 39  50  48]
  [ 23  37  35]
  [ 37  54  51]]

 [[ 76  84  84]
  [ 78  86  86]
  [ 81  89  89]
  ...
  [ 40  51  49]
  [ 26  40  38]
  [ 41  58  55]]

 ...

 [[102 102 102]
  [103 103 103]
  [103 103 103]
  ...
  [111 113 121]
  [111 113 121]
  [111 113 121]]

 [[102 102 102]
  [102 102 102]
  [103 103 103]
  ...
  [112 111 120]
  [112 111 120]
  [112 111 120]]

 [[102 102 102]
  [102 102 102]
  [102 102 102]
  ...
  [111 110 119]
  [111 110 119]
  [111 110 119]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2809).jpg,0
"[[[ 35 146  96]
  [ 83 194 144]
  [ 73 182 133]
  ...
  [112 121 125]
  [114 124 131]
  [109 121 131]]

 [[ 62 173 123]
  [ 56 167 117]
  [ 80 189 140]
  ...
  [109 118 122]
  [110 120 127]
  [104 116 126]]

 [[ 85 196 146]
  [ 75 186 136]
  [ 87 196 147]
  ...
  [103 113 120]
  [104 115 123]
  [ 97 112 121]]

 ...

 [[129 153 165]
  [130 154 166]
  [130 154 166]
  ...
  [ 83 100 127]
  [ 79  96 122]
  [ 79  95 118]]

 [[129 153 165]
  [129 153 165]
  [130 154 166]
  ...
  [ 82  99 126]
  [ 78  95 122]
  [ 80  95 121]]

 [[139 163 175]
  [138 162 174]
  [128 152 164]
  ...
  [ 87 105 134]
  [ 80  97 124]
  [ 78  93 119]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2811).jpg,1
"[[[0 4 2]
  [0 4 2]
  [0 4 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 3 2]
  [0 3 2]
  [0 3 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 2 2]
  [0 2 2]
  [0 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[2 1 3]
  [2 1 3]
  [2 1 3]
  ...
  [4 1 3]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2827).jpg,1
"[[[ 38  36  35]
  [ 38  36  35]
  [ 38  36  35]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 20  20  20]]

 [[ 38  36  35]
  [ 38  36  35]
  [ 39  37  36]
  ...
  [ 20  20  20]
  [ 20  20  20]
  [ 20  20  20]]

 [[ 38  36  35]
  [ 39  37  36]
  [ 39  37  36]
  ...
  [ 19  19  19]
  [ 19  19  19]
  [ 19  19  19]]

 ...

 [[ 99  98 108]
  [100  99 109]
  [102 101 111]
  ...
  [ 99  99 111]
  [ 93  93 105]
  [ 86  86  98]]

 [[104 100 111]
  [106 102 113]
  [108 104 115]
  ...
  [ 97  96 106]
  [ 94  93 103]
  [ 91  90 100]]

 [[104 100 111]
  [106 102 113]
  [108 104 115]
  ...
  [ 99  95 106]
  [ 96  92 103]
  [ 93  89 100]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2832).jpg,0
"[[[ 94  79  77]
  [ 90  75  73]
  [ 96  81  79]
  ...
  [253 221 186]
  [253 221 186]
  [253 221 186]]

 [[ 94  79  77]
  [ 91  76  74]
  [ 97  82  80]
  ...
  [253 221 186]
  [253 221 186]
  [253 221 186]]

 [[ 96  81  79]
  [ 92  77  75]
  [ 99  84  82]
  ...
  [253 221 185]
  [253 221 185]
  [253 221 185]]

 ...

 [[139 140 150]
  [144 145 155]
  [142 143 153]
  ...
  [119 122 137]
  [119 122 137]
  [118 121 136]]

 [[137 138 148]
  [145 146 156]
  [144 145 155]
  ...
  [109 112 127]
  [110 113 128]
  [112 115 130]]

 [[134 134 146]
  [146 146 158]
  [147 147 159]
  ...
  [124 124 140]
  [123 123 139]
  [122 122 138]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2835).jpg,1
"[[[180 175  60]
  [205 200  85]
  [199 193  80]
  ...
  [  8  22  18]
  [ 11  25  21]
  [  4  18  14]]

 [[181 175  62]
  [207 201  88]
  [201 194  83]
  ...
  [  2  14   8]
  [  6  18  12]
  [  0  12   6]]

 [[185 175  67]
  [212 202  94]
  [209 199  91]
  ...
  [  6  14   7]
  [ 12  20  13]
  [  8  16   9]]

 ...

 [[ 26  64  88]
  [  1  41  66]
  [ 24  63  91]
  ...
  [ 40  85 128]
  [ 50  95 138]
  [ 19  64 107]]

 [[ 99 137 161]
  [ 54  94 119]
  [ 81 120 148]
  ...
  [ 85 130 173]
  [ 62 107 150]
  [ 41  86 129]]

 [[108 146 170]
  [ 47  87 112]
  [ 81 120 148]
  ...
  [ 73 118 161]
  [ 29  74 117]
  [ 91 136 179]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2839).jpg,0
"[[[112  86  80]
  [112  86  80]
  [111  86  82]
  ...
  [ 51  45  70]
  [ 51  45  70]
  [ 51  45  70]]

 [[112  86  80]
  [112  86  80]
  [111  86  82]
  ...
  [ 51  45  70]
  [ 51  45  70]
  [ 51  45  70]]

 [[112  86  80]
  [113  87  81]
  [113  87  81]
  ...
  [ 50  45  72]
  [ 50  45  72]
  [ 50  45  72]]

 ...

 [[  5   1   6]
  [  5   1   6]
  [  3   2   6]
  ...
  [ 11  19  32]
  [ 11  19  32]
  [ 11  19  32]]

 [[  5   1   7]
  [  5   1   7]
  [  3   2   6]
  ...
  [ 13  19  32]
  [ 13  19  32]
  [ 13  19  32]]

 [[  5   1   7]
  [  5   1   7]
  [  3   2   6]
  ...
  [ 12  18  31]
  [ 12  18  31]
  [ 12  18  31]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2847).jpg,0
"[[[ 77  76  78]
  [ 78  77  79]
  [ 80  79  81]
  ...
  [ 70  55  53]
  [ 69  54  52]
  [ 68  53  51]]

 [[ 79  78  80]
  [ 80  79  81]
  [ 82  81  83]
  ...
  [ 67  52  50]
  [ 66  51  49]
  [ 65  50  48]]

 [[ 82  81  83]
  [ 83  82  84]
  [ 85  84  86]
  ...
  [ 62  47  45]
  [ 61  46  44]
  [ 61  46  44]]

 ...

 [[170 173 171]
  [172 175 173]
  [175 178 176]
  ...
  [212 215 213]
  [213 216 214]
  [214 217 215]]

 [[161 164 162]
  [164 167 165]
  [168 171 169]
  ...
  [207 210 208]
  [208 211 209]
  [209 212 210]]

 [[172 175 173]
  [171 174 172]
  [171 174 172]
  ...
  [215 218 216]
  [216 219 217]
  [217 220 218]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2858).jpg,1
"[[[ 21  15  16]
  [ 21  15  16]
  [ 21  15  16]
  ...
  [ 56  65  62]
  [ 39  45  40]
  [ 17  23  18]]

 [[ 21  15  16]
  [ 21  15  16]
  [ 21  15  16]
  ...
  [ 56  65  62]
  [ 39  45  40]
  [ 17  23  18]]

 [[ 22  16  17]
  [ 22  16  17]
  [ 22  16  17]
  ...
  [ 56  65  62]
  [ 39  45  40]
  [ 17  23  18]]

 ...

 [[116 119 123]
  [110 113 117]
  [ 99 102 106]
  ...
  [103 122 127]
  [ 74  88  94]
  [ 13  25  29]]

 [[115 118 122]
  [114 117 121]
  [109 112 116]
  ...
  [ 97 116 121]
  [ 63  77  83]
  [  1  13  17]]

 [[110 113 117]
  [114 117 121]
  [113 116 120]
  ...
  [ 95 114 119]
  [ 61  75  81]
  [  2  14  18]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2863).jpg,0
"[[[ 21  43  15]
  [ 24  46  18]
  [ 28  50  22]
  ...
  [  0  56 192]
  [  0  52 187]
  [  0  51 184]]

 [[ 22  44  16]
  [ 24  46  18]
  [ 28  50  22]
  ...
  [  0  60 196]
  [  0  56 191]
  [  0  54 187]]

 [[ 23  45  17]
  [ 25  47  19]
  [ 27  49  21]
  ...
  [  3  65 203]
  [  1  61 197]
  [  1  59 194]]

 ...

 [[ 40  40  34]
  [ 40  40  34]
  [ 40  40  34]
  ...
  [ 70  69  78]
  [ 72  69  78]
  [ 70  69  78]]

 [[ 40  37  33]
  [ 39  36  32]
  [ 39  36  32]
  ...
  [ 72  70  76]
  [ 74  70  76]
  [ 72  70  76]]

 [[ 38  35  31]
  [ 37  34  30]
  [ 37  34  30]
  ...
  [ 74  70  76]
  [ 74  70  75]
  [ 74  70  75]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2867).jpg,1
"[[[194 198 199]
  [194 198 199]
  [194 198 199]
  ...
  [ 51  56  65]
  [ 49  54  63]
  [ 47  52  61]]

 [[194 198 199]
  [194 198 199]
  [194 198 199]
  ...
  [ 50  55  64]
  [ 48  53  62]
  [ 47  52  61]]

 [[194 198 199]
  [194 198 199]
  [194 198 199]
  ...
  [ 49  54  63]
  [ 48  53  62]
  [ 48  53  62]]

 ...

 [[ 71  82  96]
  [ 78  89 103]
  [ 79  90 104]
  ...
  [ 69  80  88]
  [ 70  79  88]
  [ 70  79  88]]

 [[ 71  82  96]
  [ 77  88 102]
  [ 78  89 103]
  ...
  [ 64  75  83]
  [ 64  73  82]
  [ 64  73  82]]

 [[ 68  79  93]
  [ 74  85  99]
  [ 73  84  98]
  ...
  [ 52  63  71]
  [ 53  62  71]
  [ 54  63  72]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2873).jpg,1
"[[[ 37  34  29]
  [ 37  35  27]
  [ 39  37  27]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 36  33  29]
  [ 37  34  29]
  [ 38  35  27]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 [[ 35  31  30]
  [ 35  31  30]
  [ 36  31  28]
  ...
  [254 254 254]
  [254 254 254]
  [254 254 254]]

 ...

 [[165 190 206]
  [173 199 215]
  [174 199 215]
  ...
  [157 175 192]
  [157 175 192]
  [157 175 192]]

 [[165 191 208]
  [168 196 213]
  [170 196 213]
  ...
  [159 177 194]
  [159 177 194]
  [159 177 194]]

 [[167 195 212]
  [169 197 214]
  [168 196 213]
  ...
  [164 182 199]
  [164 182 199]
  [164 182 199]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2877).jpg,1
"[[[ 39  37  37]
  [ 39  37  37]
  [ 41  39  39]
  ...
  [253 252 242]
  [253 252 242]
  [253 252 242]]

 [[ 39  37  37]
  [ 40  38  38]
  [ 41  39  39]
  ...
  [254 253 243]
  [254 253 243]
  [254 253 243]]

 [[ 40  38  38]
  [ 40  38  38]
  [ 42  40  40]
  ...
  [255 254 243]
  [255 254 243]
  [255 254 243]]

 ...

 [[129 145 152]
  [129 145 152]
  [128 144 151]
  ...
  [126 138 140]
  [122 134 136]
  [109 121 123]]

 [[130 146 153]
  [130 146 153]
  [129 145 152]
  ...
  [127 139 141]
  [124 136 138]
  [103 115 117]]

 [[131 147 154]
  [131 147 154]
  [130 146 153]
  ...
  [130 142 144]
  [123 135 137]
  [101 113 115]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2879).jpg,1
"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 2  0  6]
  [ 2  0  6]
  [ 2  0  6]
  ...
  [ 6  5 31]
  [ 8  6 36]
  [ 9  6 38]]

 [[ 2  0  6]
  [ 2  0  6]
  [ 2  0  6]
  ...
  [11  8 40]
  [13  9 45]
  [13 10 49]]

 [[ 2  0  6]
  [ 2  0  6]
  [ 2  0  6]
  ...
  [10  6 41]
  [10  6 47]
  [12  8 50]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2881).jpg,0
"[[[  0   0   0]
  [  2   2   2]
  [ 18  18  18]
  ...
  [ 89  81  74]
  [ 89  81  74]
  [ 91  83  76]]

 [[  8   8   8]
  [ 14  14  14]
  [ 32  32  32]
  ...
  [ 95  87  80]
  [ 91  83  76]
  [ 86  78  71]]

 [[  6   6   6]
  [ 16  16  16]
  [ 49  49  49]
  ...
  [114 106  99]
  [105  97  90]
  [ 94  86  79]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 68  60  60]
  [ 35  25  25]
  [ 18   8   8]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [ 35  28  25]
  [ 29  20  17]
  [ 23  14  11]]

 [[  4   4   4]
  [  4   4   4]
  [  4   4   4]
  ...
  [ 37  28  25]
  [ 29  20  17]
  [ 23  14  11]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2882).jpg,1
"[[[ 33  23  23]
  [ 34  24  24]
  [ 34  24  24]
  ...
  [ 76  71  70]
  [ 76  71  70]
  [ 76  71  70]]

 [[ 36  26  26]
  [ 36  26  26]
  [ 36  26  26]
  ...
  [ 79  74  73]
  [ 79  74  73]
  [ 79  74  73]]

 [[ 40  30  30]
  [ 40  30  30]
  [ 40  30  30]
  ...
  [ 68  63  62]
  [ 68  63  62]
  [ 68  63  62]]

 ...

 [[126 130 131]
  [126 130 131]
  [126 130 131]
  ...
  [103 101 100]
  [103 102  98]
  [103 102  98]]

 [[130 134 135]
  [130 134 135]
  [130 134 135]
  ...
  [112 110 109]
  [112 111 107]
  [112 111 107]]

 [[132 136 137]
  [132 136 137]
  [132 136 137]
  ...
  [108 106 105]
  [108 107 103]
  [108 107 103]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2898).jpg,0
"[[[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 [[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 [[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 ...

 [[181 185 196]
  [196 200 211]
  [212 216 227]
  ...
  [164 163 173]
  [164 163 173]
  [164 163 173]]

 [[193 197 208]
  [197 201 212]
  [201 205 216]
  ...
  [163 162 172]
  [163 162 172]
  [163 162 172]]

 [[175 179 190]
  [161 165 176]
  [149 153 164]
  ...
  [163 162 172]
  [163 162 172]
  [163 162 172]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2902).jpg,1
"[[[ 21  41  29]
  [ 21  41  29]
  [  5  25  13]
  ...
  [126 119 110]
  [127 120 111]
  [127 120 111]]

 [[ 26  46  34]
  [ 30  50  38]
  [ 17  37  25]
  ...
  [126 119 110]
  [127 120 111]
  [127 120 111]]

 [[ 25  45  33]
  [ 31  51  39]
  [ 24  44  32]
  ...
  [126 119 110]
  [126 119 110]
  [127 120 111]]

 ...

 [[ 72  88  81]
  [ 70  88  81]
  [ 72  87  83]
  ...
  [114 128 124]
  [109 124 120]
  [ 72  87  83]]

 [[ 70  88  81]
  [ 70  88  81]
  [ 70  87  83]
  ...
  [130 144 140]
  [132 146 142]
  [100 114 110]]

 [[ 70  88  81]
  [ 70  88  81]
  [ 70  87  83]
  ...
  [139 153 149]
  [140 154 150]
  [108 122 118]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2904).jpg,0
"[[[26 32 31]
  [26 32 31]
  [26 32 31]
  ...
  [24 32 31]
  [26 31 30]
  [26 31 30]]

 [[26 32 31]
  [26 32 31]
  [26 32 31]
  ...
  [26 32 31]
  [26 31 30]
  [26 31 30]]

 [[26 32 31]
  [26 32 31]
  [26 32 31]
  ...
  [27 33 32]
  [27 32 31]
  [27 32 31]]

 ...

 [[45 54 58]
  [43 52 56]
  [43 52 56]
  ...
  [57 62 60]
  [56 61 59]
  [56 61 59]]

 [[48 57 61]
  [48 57 61]
  [48 57 61]
  ...
  [57 62 60]
  [55 60 58]
  [55 60 58]]

 [[53 62 66]
  [52 61 65]
  [53 62 66]
  ...
  [57 62 60]
  [55 60 58]
  [55 60 58]]]",C:\Users\User\PycharmProjects\detectionAndSegmentation\475_file_train\images\train/images (2914).jpg,0
